venda;data_hora;cliente;mesa;item;produto;quantidade;valor_unit;desconto;total_item
797;10/02/2022 15:48;CONSUMIDOR;M 3;35;FOLHADO MACA 80G;1;14,5;0;14,5
797;10/02/2022 15:48;CONSUMIDOR;M 3;48;QUICHE TOMATE SECO E;1;18,5;0;18,5
797;10/02/2022 15:48;CONSUMIDOR;M 3;50;SOURDOUGH 369G;1;15;0;15
798;10/02/2022 16:04;CONSUMIDOR;M 1;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
798;10/02/2022 16:04;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
798;10/02/2022 16:04;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
798;10/02/2022 16:04;CONSUMIDOR;M 1;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
798;10/02/2022 16:04;CONSUMIDOR;M 1;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
799;10/02/2022 16:05;CONSUMIDOR;M 3;47;QUICHE FRANGO E ALHO PORO;1;18,5;0;18,5
800;10/02/2022 16:16;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
801;10/02/2022 16:20;CONSUMIDOR;M 1;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
802;10/02/2022 16:32;CONSUMIDOR;M 3;138;MINI CROISSANT 25G KIT C 5;1;21;0;21
802;10/02/2022 16:32;CONSUMIDOR;M 3;145;MINI CROISSANT PAIN DE CHOC;1;21;0;21
803;10/02/2022 16:39;CONSUMIDOR;M 1;145;MINI CROISSANT PAIN DE CHOC;1;21;0;21
803;10/02/2022 16:39;CONSUMIDOR;M 1;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
805;10/02/2022 16:56;CONSUMIDOR;M 1;36;FOLHADO FRANGO 160G;1;14;0;14
805;10/02/2022 16:56;CONSUMIDOR;M 1;131;QUICHE DE BACON SALADA VERDE;1;18,5;0;18,5
804;10/02/2022 17:23;CONSUMIDOR;M 3;125;SANDUICHE DE PEPERONI BRIE;2;29,5;0;59
806;10/02/2022 17:29;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
806;10/02/2022 17:29;CONSUMIDOR;M 1;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
806;10/02/2022 17:29;CONSUMIDOR;M 1;48;QUICHE TOMATE SECO E;1;18,5;0;18,5
806;10/02/2022 17:29;CONSUMIDOR;M 1;114;ABACAXI CURCUMA GENGIBRE;1;16,5;0;16,5
806;10/02/2022 17:29;CONSUMIDOR;M 1;181;AGUA MINERAL COM GAS 500 ML;1;8,5;0;8,5
807;10/02/2022 17:37;CONSUMIDOR;M 1;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
807;10/02/2022 17:37;CONSUMIDOR;M 1;47;QUICHE FRANGO E ALHO PORO;2;18,5;0;37
807;10/02/2022 17:37;CONSUMIDOR;M 1;184;CAFE EQUILIBRADO CAPSULA P;1;6;0;6
807;10/02/2022 17:37;CONSUMIDOR;M 1;187;CAFE INTENSO CAPSULA G 150ML;1;9;0;9
808;10/02/2022 17:42;CONSUMIDOR;M 3;145;MINI CROISSANT PAIN DE CHOC;1;21;0;21
809;10/02/2022 17:44;CONSUMIDOR;M 4;42;PASTEL DE NATA 60G;2;8;0;16
809;10/02/2022 17:44;CONSUMIDOR;M 4;46;QUICHE BACON 90G;1;19,5;0;19,5
809;10/02/2022 17:44;CONSUMIDOR;M 4;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
810;10/02/2022 17:46;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
810;10/02/2022 17:46;CONSUMIDOR;M 1;136;CROISSANT DA LARA;1;28,9;0;28,9
811;10/02/2022 17:49;CONSUMIDOR;M 3;48;QUICHE TOMATE SECO E;1;18,5;0;18,5
811;10/02/2022 17:49;CONSUMIDOR;M 3;50;SOURDOUGH 369G;1;15;0;15
811;10/02/2022 17:49;CONSUMIDOR;M 3;119;SUCO DE LARANJA 400ML;2;14,5;0;29
811;10/02/2022 17:49;CONSUMIDOR;M 3;138;MINI CROISSANT 25G KIT C 5;1;21;0;21
811;10/02/2022 17:49;CONSUMIDOR;M 3;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
812;10/02/2022 17:51;CONSUMIDOR;M 1;51;SOURDOUGH SEMI INTEGRAL 370G;1;16;0;16
813;10/02/2022 17:56;CONSUMIDOR;M 5;116;COUVE LIMAO ABACAXI HORTELA;1;16,5;0;16,5
813;10/02/2022 17:56;CONSUMIDOR;M 5;130;QUICHE DE TOMATE SECO SALADA;1;18,5;0;18,5
814;10/02/2022 18:00;CONSUMIDOR;M 4;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
815;10/02/2022 18:02;CONSUMIDOR;M 1;35;FOLHADO MACA 80G;1;14,5;0;14,5
815;10/02/2022 18:02;CONSUMIDOR;M 1;140;CROISSANT  TRADICIONAL 80 G;2;10;0;20
815;10/02/2022 18:02;CONSUMIDOR;M 1;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
816;10/02/2022 18:05;CONSUMIDOR;M 3;33;CROISSANT  AMENDOAS 100G;1;14;0;14
816;10/02/2022 18:05;CONSUMIDOR;M 3;35;FOLHADO MACA 80G;1;14,5;0;14,5
816;10/02/2022 18:05;CONSUMIDOR;M 3;57;TORRADA FARINA 165G;1;11;0;11
816;10/02/2022 18:05;CONSUMIDOR;M 3;140;CROISSANT  TRADICIONAL 80 G;2;10;0;20
817;10/02/2022 18:42;CONSUMIDOR;M 1;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
817;10/02/2022 18:42;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
817;10/02/2022 18:42;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
818;10/02/2022 19:13;CONSUMIDOR;M 1;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
818;10/02/2022 19:13;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
819;10/02/2022 19:52;CONSUMIDOR;M 1;29;BOMBOLONI NUTELLA 80G;2;12;0;24
819;10/02/2022 19:52;CONSUMIDOR;M 1;35;FOLHADO MACA 80G;1;14,5;0;14,5
819;10/02/2022 19:52;CONSUMIDOR;M 1;36;FOLHADO FRANGO 160G;1;14;0;14
819;10/02/2022 19:52;CONSUMIDOR;M 1;110;ABACAXI PEPINO PIMENTA 400ML;1;16,5;0;16,5
820;10/02/2022 19:57;CONSUMIDOR;M 3;32;COOKIES 80G;1;7;0;7
820;10/02/2022 19:57;CONSUMIDOR;M 3;42;PASTEL DE NATA 60G;2;8;0;16
820;10/02/2022 19:57;CONSUMIDOR;M 3;50;SOURDOUGH 369G;1;15;0;15
821;10/02/2022 19:59;CONSUMIDOR;M 4;32;COOKIES 80G;1;7;0;7
821;10/02/2022 19:59;CONSUMIDOR;M 4;50;SOURDOUGH 369G;1;15;0;15
821;10/02/2022 19:59;CONSUMIDOR;M 4;113;COUVE ABACAXI AGUA DE COCO;2;17,5;0;35
821;10/02/2022 19:59;CONSUMIDOR;M 4;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
821;10/02/2022 19:59;CONSUMIDOR;M 4;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
822;10/02/2022 20:01;CONSUMIDOR;M 5;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
822;10/02/2022 20:01;CONSUMIDOR;M 5;113;COUVE ABACAXI AGUA DE COCO;1;17,5;0;17,5
827;11/02/2022 08:31;CONSUMIDOR;M 6;32;COOKIES 80G;2;7;0;14
827;11/02/2022 08:31;CONSUMIDOR;M 6;33;CROISSANT  AMENDOAS 100G;1;14;0;14
827;11/02/2022 08:31;CONSUMIDOR;M 6;57;TORRADA FARINA 165G;1;11;0;11
827;11/02/2022 08:31;CONSUMIDOR;M 6;140;CROISSANT  TRADICIONAL 80 G;2;10;0;20
827;11/02/2022 08:31;CONSUMIDOR;M 6;145;MINI CROISSANT PAIN DE CHOC;1;21;0;21
828;11/02/2022 08:40;CONSUMIDOR;M 6;42;PASTEL DE NATA 60G;1;8;0;8
828;11/02/2022 08:40;CONSUMIDOR;M 6;46;QUICHE BACON 90G;1;19,5;0;19,5
828;11/02/2022 08:40;CONSUMIDOR;M 6;119;SUCO DE LARANJA 400ML;2;14,5;0;29
828;11/02/2022 08:40;CONSUMIDOR;M 6;123;CROISSANT OVOS BACON MEL;2;19,5;0;39
823;11/02/2022 08:55;CONSUMIDOR;M 3;33;CROISSANT  AMENDOAS 100G;1;14;0;14
823;11/02/2022 08:55;CONSUMIDOR;M 3;42;PASTEL DE NATA 60G;1;8;0;8
823;11/02/2022 08:55;CONSUMIDOR;M 3;58;TARTELETE DE MORANGO 120G;2;18;0;36
823;11/02/2022 08:55;CONSUMIDOR;M 3;181;AGUA MINERAL COM GAS 500 ML;1;8,5;0;8,5
824;11/02/2022 08:56;CONSUMIDOR;M 4;122;CROISSANT OVOS;1;16,5;0;16,5
824;11/02/2022 08:56;CONSUMIDOR;M 4;182;AGUA MINERAL SEM GAS 500 ML;1;6,9;0;6,9
825;11/02/2022 08:58;CONSUMIDOR;M 5;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
825;11/02/2022 08:58;CONSUMIDOR;M 5;121;PAO SOURDOUGH OVOS;1;15,5;0;15,5
826;11/02/2022 08:59;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
830;11/02/2022 14:32;CONSUMIDOR;M 1;36;FOLHADO FRANGO 160G;1;14;0;14
832;11/02/2022 15:45;CONSUMIDOR;M 3;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
832;11/02/2022 15:45;CONSUMIDOR;M 3;51;SOURDOUGH SEMI INTEGRAL 370G;1;16;0;16
834;11/02/2022 15:55;CONSUMIDOR;M 4;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
834;11/02/2022 15:55;CONSUMIDOR;M 4;33;CROISSANT  AMENDOAS 100G;1;14;0;14
834;11/02/2022 15:55;CONSUMIDOR;M 4;128;CROISANT DE CROISSANT QUEIJO;1;29,5;0;29,5
831;11/02/2022 15:59;CONSUMIDOR;M 1;185;CAFE EQUILIBRADO CAPSULA G;1;9;0;9
835;11/02/2022 16:04;CONSUMIDOR;M 4;35;FOLHADO MACA 80G;1;14,5;0;14,5
835;11/02/2022 16:04;CONSUMIDOR;M 4;46;QUICHE BACON 90G;1;19,5;0;19,5
835;11/02/2022 16:04;CONSUMIDOR;M 4;48;QUICHE TOMATE SECO E;1;18,5;0;18,5
835;11/02/2022 16:04;CONSUMIDOR;M 4;182;AGUA MINERAL SEM GAS 500 ML;1;6,9;0;6,9
836;11/02/2022 16:21;CONSUMIDOR;M 1;54;SOURDOUGH AZEITONA E ALECRIM;2;17;0;34
836;11/02/2022 16:21;CONSUMIDOR;M 1;136;CROISSANT DA LARA;1;28,9;0;28,9
836;11/02/2022 16:21;CONSUMIDOR;M 1;140;CROISSANT  TRADICIONAL 80 G;3;10;0;30
833;11/02/2022 16:23;CONSUMIDOR;M 3;35;FOLHADO MACA 80G;1;14,5;0;14,5
833;11/02/2022 16:23;CONSUMIDOR;M 3;42;PASTEL DE NATA 60G;1;8;0;8
833;11/02/2022 16:23;CONSUMIDOR;M 3;140;CROISSANT  TRADICIONAL 80 G;3;10;0;30
837;11/02/2022 16:27;CONSUMIDOR;M 3;145;MINI CROISSANT PAIN DE CHOC;1;21;0;21
838;11/02/2022 16:37;CONSUMIDOR;M 4;51;SOURDOUGH SEMI INTEGRAL 370G;1;16;0;16
838;11/02/2022 16:37;CONSUMIDOR;M 4;140;CROISSANT  TRADICIONAL 80 G;2;10;0;20
839;11/02/2022 16:43;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
840;11/02/2022 16:46;CONSUMIDOR;M 3;30;BOMBOLONI DOCE DE LEITE 80G;2;12;0;24
842;11/02/2022 16:52;CONSUMIDOR;M 3;42;PASTEL DE NATA 60G;1;8;0;8
842;11/02/2022 16:52;CONSUMIDOR;M 3;53;SOURDOUGH GERGELIM 370G;1;17;0;17
842;11/02/2022 16:52;CONSUMIDOR;M 3;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
841;11/02/2022 16:54;CONSUMIDOR;M 1;50;SOURDOUGH 369G;1;15;0;15
841;11/02/2022 16:54;CONSUMIDOR;M 1;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
841;11/02/2022 16:54;CONSUMIDOR;M 1;136;CROISSANT DA LARA;1;28,9;0;28,9
841;11/02/2022 16:54;CONSUMIDOR;M 1;138;MINI CROISSANT 25G KIT C 5;1;21;0;21
841;11/02/2022 16:54;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
844;11/02/2022 17:27;CONSUMIDOR;M 4;51;SOURDOUGH SEMI INTEGRAL 370G;1;16;0;16
843;11/02/2022 17:29;CONSUMIDOR;M 3;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
845;11/02/2022 17:36;CONSUMIDOR;M 1;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
845;11/02/2022 17:36;CONSUMIDOR;M 1;138;MINI CROISSANT 25G KIT C 5;1;21;0;21
846;11/02/2022 18:05;CONSUMIDOR;M 3;35;FOLHADO MACA 80G;1;14,5;0;14,5
846;11/02/2022 18:05;CONSUMIDOR;M 3;42;PASTEL DE NATA 60G;2;8;0;16
846;11/02/2022 18:05;CONSUMIDOR;M 3;48;QUICHE TOMATE SECO E;1;18,5;0;18,5
846;11/02/2022 18:05;CONSUMIDOR;M 3;58;TARTELETE DE MORANGO 120G;1;18;0;18
848;11/02/2022 18:13;CONSUMIDOR;M 4;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
855;11/02/2022 19:09;CONSUMIDOR;M 9;53;SOURDOUGH GERGELIM 370G;1;17;0;17
856;11/02/2022 19:19;CONSUMIDOR;;141;CROISSANT BRIE PARMA MEL DE;2;25,5;0;51
856;11/02/2022 19:19;CONSUMIDOR;;162;VH SANTA HORTENSIA SAUVIG;1;59;0;59
854;11/02/2022 19:54;CONSUMIDOR;M 8;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
853;11/02/2022 20:00;CONSUMIDOR;M 7;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
853;11/02/2022 20:00;CONSUMIDOR;M 7;163;VH VERDE DOC CHANTEL 750 ML;1;69;0;69
851;11/02/2022 20:03;CONSUMIDOR;M 5;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
851;11/02/2022 20:03;CONSUMIDOR;M 5;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
858;11/02/2022 20:10;CONSUMIDOR;M 5;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
858;11/02/2022 20:10;CONSUMIDOR;M 5;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
857;11/02/2022 20:46;CONSUMIDOR;M 1;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
857;11/02/2022 20:46;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
857;11/02/2022 20:46;CONSUMIDOR;M 1;131;QUICHE DE BACON SALADA VERDE;1;18,5;0;18,5
857;11/02/2022 20:46;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
857;11/02/2022 20:46;CONSUMIDOR;M 1;178;ADICIONAL DE OVO;1;2;0;2
859;11/02/2022 20:50;CONSUMIDOR;M 5;29;BOMBOLONI NUTELLA 80G;1;12;0;12
859;11/02/2022 20:50;CONSUMIDOR;M 5;42;PASTEL DE NATA 60G;1;8;0;8
859;11/02/2022 20:50;CONSUMIDOR;M 5;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
859;11/02/2022 20:50;CONSUMIDOR;M 5;181;AGUA MINERAL COM GAS 500 ML;1;8,5;0;8,5
859;11/02/2022 20:50;CONSUMIDOR;M 5;186;CAFE INTENSO CAPSULA P 50ML;1;6;0;6
860;11/02/2022 20:53;CONSUMIDOR;M 1;50;SOURDOUGH 369G;1;15;0;15
860;11/02/2022 20:53;CONSUMIDOR;M 1;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
850;11/02/2022 20:55;CONSUMIDOR;M 4;136;CROISSANT DA LARA;1;28,9;0;28,9
850;11/02/2022 20:55;CONSUMIDOR;M 4;142;PIZZA AL TAGLIO PEPPERONI 210G;1;21;0;21
850;11/02/2022 20:55;CONSUMIDOR;M 4;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
849;11/02/2022 21:02;CONSUMIDOR;M 3;35;FOLHADO MACA 80G;1;14,5;0;14,5
849;11/02/2022 21:02;CONSUMIDOR;M 3;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
852;11/02/2022 21:03;CONSUMIDOR;M 6;142;PIZZA AL TAGLIO PEPPERONI 210G;1;21;0;21
852;11/02/2022 21:03;CONSUMIDOR;M 6;174;COCA COLA ZERO LATA 350 ML;1;6,5;0;6,5
861;11/02/2022 21:05;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;2;8;0;16
864;12/02/2022 07:42;CONSUMIDOR;M 4;116;COUVE LIMAO ABACAXI HORTELA;1;16,5;0;16,5
864;12/02/2022 07:42;CONSUMIDOR;M 4;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
864;12/02/2022 07:42;CONSUMIDOR;M 4;121;PAO SOURDOUGH OVOS;2;15,5;0;31
864;12/02/2022 07:42;CONSUMIDOR;M 4;140;CROISSANT  TRADICIONAL 80 G;1;10;0;10
864;12/02/2022 07:42;CONSUMIDOR;M 4;182;AGUA MINERAL SEM GAS 500 ML;2;6,9;0;13,8
865;12/02/2022 08:11;CONSUMIDOR;M 4;50;SOURDOUGH 369G;1;15;0;15
865;12/02/2022 08:11;CONSUMIDOR;M 4;140;CROISSANT  TRADICIONAL 80 G;1;10;0;10
865;12/02/2022 08:11;CONSUMIDOR;M 4;145;MINI CROISSANT PAIN DE CHOC;1;21;0;21
862;12/02/2022 08:29;CONSUMIDOR;M 1;47;QUICHE FRANGO E ALHO PORO;1;18,5;0;18,5
862;12/02/2022 08:29;CONSUMIDOR;M 1;114;ABACAXI CURCUMA GENGIBRE;1;16,5;0;16,5
863;12/02/2022 09:06;CONSUMIDOR;M 3;123;CROISSANT OVOS BACON MEL;1;19,5;0;19,5
863;12/02/2022 09:06;CONSUMIDOR;M 3;140;CROISSANT  TRADICIONAL 80 G;4;10;0;40
866;12/02/2022 09:20;CONSUMIDOR;M 1;48;QUICHE TOMATE SECO E;1;18,5;0;18,5
866;12/02/2022 09:20;CONSUMIDOR;M 1;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
867;12/02/2022 09:33;CONSUMIDOR;M 4;112;CENOURA GENGIBRE LIMAO 400ML;1;16,5;0;16,5
867;12/02/2022 09:33;CONSUMIDOR;M 4;136;CROISSANT DA LARA;1;28,9;0;28,9
867;12/02/2022 09:33;CONSUMIDOR;M 4;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
868;12/02/2022 09:51;CONSUMIDOR;M 1;37;FOLHADO MISTO COM TAMARA;1;14;0;14
868;12/02/2022 09:51;CONSUMIDOR;M 1;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
868;12/02/2022 09:51;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
869;12/02/2022 10:37;CONSUMIDOR;M 1;136;CROISSANT DA LARA;1;28,9;0;28,9
870;12/02/2022 10:47;CONSUMIDOR;M 3;42;PASTEL DE NATA 60G;1;8;0;8
870;12/02/2022 10:47;CONSUMIDOR;M 3;42;PASTEL DE NATA 60G;6;8;0;48
870;12/02/2022 10:47;CONSUMIDOR;M 3;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
870;12/02/2022 10:47;CONSUMIDOR;M 3;57;TORRADA FARINA 165G;2;11;0;22
870;12/02/2022 10:47;CONSUMIDOR;M 3;138;MINI CROISSANT 25G KIT C 5;1;21;0;21
871;12/02/2022 10:57;CONSUMIDOR;M 1;48;QUICHE TOMATE SECO E;1;18,5;0;18,5
871;12/02/2022 10:57;CONSUMIDOR;M 1;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
872;12/02/2022 11:42;CONSUMIDOR;M 1;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
872;12/02/2022 11:42;CONSUMIDOR;M 1;123;CROISSANT OVOS BACON MEL;1;19,5;0;19,5
872;12/02/2022 11:42;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
873;12/02/2022 12:36;CONSUMIDOR;M 1;128;CROISANT DE CROISSANT QUEIJO;1;29,5;0;29,5
874;12/02/2022 16:05;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;2;8;0;16
874;12/02/2022 16:05;CONSUMIDOR;M 1;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
874;12/02/2022 16:05;CONSUMIDOR;M 1;182;AGUA MINERAL SEM GAS 500 ML;1;6,9;0;6,9
875;12/02/2022 16:07;CONSUMIDOR;M 4;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
876;12/02/2022 16:14;CONSUMIDOR;M 1;36;FOLHADO FRANGO 160G;1;14;0;14
876;12/02/2022 16:14;CONSUMIDOR;M 1;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
876;12/02/2022 16:14;CONSUMIDOR;M 1;177;COCA COLA LATA 350 ML;2;6,5;0;13
878;12/02/2022 16:48;CONSUMIDOR;M 1;36;FOLHADO FRANGO 160G;1;14;0;14
878;12/02/2022 16:48;CONSUMIDOR;M 1;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
878;12/02/2022 16:48;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
878;12/02/2022 16:48;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
878;12/02/2022 16:48;CONSUMIDOR;M 1;181;AGUA MINERAL COM GAS 500 ML;1;8,5;0;8,5
879;12/02/2022 16:52;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
879;12/02/2022 16:52;CONSUMIDOR;M 1;184;CAFE EQUILIBRADO CAPSULA P;2;6;0;12
880;12/02/2022 16:57;CONSUMIDOR;M 1;58;TARTELETE DE MORANGO 120G;1;18;0;18
880;12/02/2022 16:57;CONSUMIDOR;M 1;116;COUVE LIMAO ABACAXI HORTELA;1;16,5;0;16,5
880;12/02/2022 16:57;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
880;12/02/2022 16:57;CONSUMIDOR;M 1;145;MINI CROISSANT PAIN DE CHOC;1;21;0;21
882;12/02/2022 17:04;CONSUMIDOR;M 6;42;PASTEL DE NATA 60G;4;8;0;32
882;12/02/2022 17:04;CONSUMIDOR;M 6;58;TARTELETE DE MORANGO 120G;1;18;0;18
882;12/02/2022 17:04;CONSUMIDOR;M 6;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
883;12/02/2022 17:08;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
883;12/02/2022 17:08;CONSUMIDOR;M 1;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
883;12/02/2022 17:08;CONSUMIDOR;M 1;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
883;12/02/2022 17:08;CONSUMIDOR;M 1;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
884;12/02/2022 17:14;CONSUMIDOR;M 5;42;PASTEL DE NATA 60G;1;8;0;8
884;12/02/2022 17:14;CONSUMIDOR;M 5;139;CROISSANT MUSSATRELA DE;1;25,5;0;25,5
877;12/02/2022 17:17;CONSUMIDOR;M 3;29;BOMBOLONI NUTELLA 80G;1;12;0;12
877;12/02/2022 17:17;CONSUMIDOR;M 3;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
877;12/02/2022 17:17;CONSUMIDOR;M 3;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
885;12/02/2022 17:37;CONSUMIDOR;M 1;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
885;12/02/2022 17:37;CONSUMIDOR;M 1;136;CROISSANT DA LARA;1;28,9;0;28,9
885;12/02/2022 17:37;CONSUMIDOR;M 1;181;AGUA MINERAL COM GAS 500 ML;1;8,5;0;8,5
881;12/02/2022 17:41;CONSUMIDOR;M 4;42;PASTEL DE NATA 60G;1;8;0;8
881;12/02/2022 17:41;CONSUMIDOR;M 4;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
881;12/02/2022 17:41;CONSUMIDOR;M 4;181;AGUA MINERAL COM GAS 500 ML;1;8,5;0;8,5
881;12/02/2022 17:41;CONSUMIDOR;M 4;184;CAFE EQUILIBRADO CAPSULA P;2;6;0;12
881;12/02/2022 17:41;CONSUMIDOR;M 4;186;CAFE INTENSO CAPSULA P 50ML;2;6;0;12
887;12/02/2022 17:48;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
887;12/02/2022 17:48;CONSUMIDOR;M 1;124;SELECAO DE PAES GELEIA;1;15;0;15
887;12/02/2022 17:48;CONSUMIDOR;M 1;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
887;12/02/2022 17:48;CONSUMIDOR;M 1;130;QUICHE DE TOMATE SECO SALADA;1;18,5;0;18,5
888;12/02/2022 17:51;CONSUMIDOR;M 4;46;QUICHE BACON 90G;1;19,5;0;19,5
888;12/02/2022 17:51;CONSUMIDOR;M 4;58;TARTELETE DE MORANGO 120G;1;18;0;18
888;12/02/2022 17:51;CONSUMIDOR;M 4;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
888;12/02/2022 17:51;CONSUMIDOR;M 4;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
889;12/02/2022 17:54;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
890;12/02/2022 18:00;CONSUMIDOR;M 1;33;CROISSANT  AMENDOAS 100G;1;14;0;14
890;12/02/2022 18:00;CONSUMIDOR;M 1;116;COUVE LIMAO ABACAXI HORTELA;1;16,5;0;16,5
890;12/02/2022 18:00;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
891;12/02/2022 18:02;CONSUMIDOR;M 1;116;COUVE LIMAO ABACAXI HORTELA;1;16,5;0;16,5
891;12/02/2022 18:02;CONSUMIDOR;M 1;119;SUCO DE LARANJA 400ML;1;14,5;0;14,5
892;12/02/2022 18:05;CONSUMIDOR;M 4;33;CROISSANT  AMENDOAS 100G;1;14;0;14
892;12/02/2022 18:05;CONSUMIDOR;M 4;123;CROISSANT OVOS BACON MEL;1;19,5;0;19,5
892;12/02/2022 18:05;CONSUMIDOR;M 4;127;SANDUICHE DE VEGETAIS HOMMUS;1;25,5;0;25,5
892;12/02/2022 18:05;CONSUMIDOR;M 4;181;AGUA MINERAL COM GAS 500 ML;1;8,5;0;8,5
886;12/02/2022 18:06;CONSUMIDOR;M 3;141;CROISSANT BRIE PARMA MEL DE;1;25,5;0;25,5
894;12/02/2022 18:44;CONSUMIDOR;M 3;29;BOMBOLONI NUTELLA 80G;1;12;0;12
894;12/02/2022 18:44;CONSUMIDOR;M 3;32;COOKIES 80G;1;7;0;7
